,Date,Hour,LMP,Dispatch,LMP DA,Dispatch DA
175,2020-01-08,7,14.762624,400.0,-0.0,400.0
176,2020-01-08,8,0.0,398.0,-0.0,400.0
177,2020-01-08,9,0.0,398.0,-0.0,400.0
178,2020-01-08,10,0.0,398.0,-0.0,400.0
179,2020-01-08,11,0.0,398.0,-0.0,400.0
180,2020-01-08,12,0.0,398.0,-0.0,400.0
181,2020-01-08,13,0.0,398.0,-0.0,400.0
182,2020-01-08,14,0.0,398.0,-0.0,400.0
183,2020-01-08,15,0.0,398.0,-0.0,400.0
184,2020-01-08,16,0.0,398.0,19.958349,400.0
185,2020-01-08,17,20.42044,400.0,41.65898,400.0
186,2020-01-08,18,21.708134,400.0,71.673368,400.0
187,2020-01-08,19,21.708134,400.0,55.030613,400.0
188,2020-01-08,20,21.122752,400.0,26.345042,400.0
189,2020-01-08,21,20.547985,400.0,21.190895,400.0
190,2020-01-08,22,20.234035,400.0,16.161667,400.0
191,2020-01-08,23,0.0,400.0,-0.0,400.0
192,2020-01-09,0,0.0,400.0,0.0,400.0
193,2020-01-09,1,0.0,400.0,0.0,400.0
194,2020-01-09,2,0.0,400.0,0.0,400.0
195,2020-01-09,3,0.0,400.0,0.0,400.0
196,2020-01-09,4,0.0,400.0,0.0,400.0
197,2020-01-09,5,0.0,398.0,39.31354,400.0
198,2020-01-09,6,20.42044,400.0,72.468058,400.0
199,2020-01-09,7,74.332639,400.0,0.0,400.0
200,2020-01-09,8,0.0,398.0,0.0,400.0
201,2020-01-09,9,-0.0,398.0,0.0,400.0
202,2020-01-09,10,0.0,398.0,0.0,400.0
203,2020-01-09,11,0.0,398.0,0.0,400.0
204,2020-01-09,12,0.0,398.0,0.0,400.0
205,2020-01-09,13,0.0,398.0,18.861019,400.0
206,2020-01-09,14,0.0,398.0,19.034775,400.0
207,2020-01-09,15,0.0,400.0,20.846138,400.0
208,2020-01-09,16,0.0,398.0,73.607841,400.0
209,2020-01-09,17,19.983547,400.0,77.736624,400.0
210,2020-01-09,18,21.287879,400.0,24.402889,400.0
211,2020-01-09,19,22.23556,400.0,22.576747,400.0
212,2020-01-09,20,19.983547,400.0,20.846138,400.0
213,2020-01-09,21,19.983547,400.0,18.861019,400.0
214,2020-01-09,22,19.034775,400.0,19.034775,400.0
215,2020-01-09,23,18.52187,400.0,0.0,400.0
216,2020-01-10,0,19.533879,400.0,-0.0,400.0
217,2020-01-10,1,0.0,398.0,-0.0,400.0
218,2020-01-10,2,0.0,398.0,-0.0,400.0
219,2020-01-10,3,18.072542,400.0,-0.0,400.0
220,2020-01-10,4,19.034775,400.0,19.034775,400.0
221,2020-01-10,5,20.42044,400.0,38.902298,400.0
222,2020-01-10,6,21.122752,400.0,74.332639,400.0
223,2020-01-10,7,21.905537,400.0,-0.0,400.0
224,2020-01-10,8,0.0,398.0,-0.0,400.0
225,2020-01-10,9,0.0,398.0,-0.0,400.0
226,2020-01-10,10,0.0,398.0,-0.0,400.0
227,2020-01-10,11,0.0,398.0,-0.0,400.0
228,2020-01-10,12,0.0,398.0,-0.0,400.0
229,2020-01-10,13,0.0,398.0,-0.0,400.0
230,2020-01-10,14,0.0,398.0,-0.0,400.0
231,2020-01-10,15,0.0,398.0,-0.0,400.0
232,2020-01-10,16,0.0,398.0,24.679913,400.0
233,2020-01-10,17,22.656017,400.0,73.249092,400.0
234,2020-01-10,18,22.517588,400.0,72.516066,400.0
235,2020-01-10,19,22.335927,400.0,22.504227,400.0
236,2020-01-10,20,22.23556,400.0,36.398228,400.0
237,2020-01-10,21,19.958349,400.0,27.616208,400.0
238,2020-01-10,22,19.899927,400.0,-0.0,400.0
239,2020-01-10,23,18.463561,400.0,-0.0,400.0
240,2020-01-11,0,0.0,400.0,-0.0,400.0
241,2020-01-11,1,0.0,400.0,18.573789,400.0
242,2020-01-11,2,18.463561,400.0,-0.0,400.0
243,2020-01-11,3,0.0,400.0,-0.0,400.0
244,2020-01-11,4,0.0,400.0,18.861019,400.0
245,2020-01-11,5,19.983547,400.0,20.400003,400.0
246,2020-01-11,6,21.288154,400.0,28.668211,400.0
247,2020-01-11,7,23.069973,400.0,22.492854,400.0
248,2020-01-11,8,20.400003,400.0,25.355213,400.0
249,2020-01-11,9,0.0,400.0,25.280784,400.0
250,2020-01-11,10,0.0,400.0,73.128644,400.0
251,2020-01-11,11,0.0,398.0,22.492854,400.0
252,2020-01-11,12,0.0,398.0,10.560455,400.0
253,2020-01-11,13,0.0,398.0,-0.0,400.0
254,2020-01-11,14,0.0,398.0,-0.0,400.0
255,2020-01-11,15,0.0,398.0,19.983547,400.0
256,2020-01-11,16,0.0,398.0,22.732362,400.0
257,2020-01-11,17,20.400003,400.0,73.206766,400.0
258,2020-01-11,18,19.983547,400.0,53.362074,400.0
259,2020-01-11,19,19.533879,400.0,26.414568,400.0
260,2020-01-11,20,20.526636,400.0,23.116861,400.0
261,2020-01-11,21,20.42044,400.0,26.221833,400.0
262,2020-01-11,22,18.52187,400.0,21.97631,400.0
263,2020-01-11,23,19.533879,400.0,21.963947,400.0
264,2020-01-12,0,18.52187,400.0,20.234035,400.0
265,2020-01-12,1,0.0,398.0,-0.0,400.0
266,2020-01-12,2,0.0,400.0,-0.0,400.0
267,2020-01-12,3,0.0,400.0,-0.0,400.0
268,2020-01-12,4,0.0,400.0,-0.0,400.0
269,2020-01-12,5,0.0,398.0,-0.0,400.0
270,2020-01-12,6,19.533879,400.0,20.234035,400.0
271,2020-01-12,7,70.400004,400.0,-0.0,400.0
272,2020-01-12,8,0.0,398.0,-0.0,400.0
273,2020-01-12,9,-0.0,398.0,-0.0,400.0
274,2020-01-12,10,0.0,398.0,-0.0,400.0
275,2020-01-12,11,0.0,398.0,-0.0,400.0
276,2020-01-12,12,0.0,398.0,-0.0,400.0
277,2020-01-12,13,0.0,400.0,-0.0,400.0
278,2020-01-12,14,0.0,400.0,-0.0,400.0
279,2020-01-12,15,0.0,400.0,-0.0,400.0
280,2020-01-12,16,0.0,398.0,25.527289,400.0
281,2020-01-12,17,21.843654,400.0,71.127553,400.0
282,2020-01-12,18,76.429316,400.0,73.069973,400.0
283,2020-01-12,19,80.277405,400.0,25.463576,400.0
284,2020-01-12,20,77.274563,400.0,22.972766,400.0
285,2020-01-12,21,76.404825,400.0,21.905537,400.0
286,2020-01-12,22,23.128644,400.0,20.234035,400.0
287,2020-01-12,23,22.492854,400.0,19.430296,400.0
288,2020-01-13,0,22.516066,400.0,19.034775,400.0
289,2020-01-13,1,15.731586,400.0,5.444245,400.0
290,2020-01-13,2,0.0,400.0,0.0,400.0
291,2020-01-13,3,0.0,398.0,0.0,400.0
292,2020-01-13,4,0.0,398.0,18.861019,400.0
293,2020-01-13,5,0.0,398.0,22.516066,400.0
294,2020-01-13,6,20.846138,400.0,80.277405,400.0
295,2020-01-13,7,77.274563,400.0,24.454129,400.0
296,2020-01-13,8,73.657594,400.0,19.034775,400.0
297,2020-01-13,9,20.419098,400.0,18.861019,400.0
298,2020-01-13,10,18.861019,400.0,0.0,400.0
299,2020-01-13,11,16.970947,400.0,0.0,400.0
300,2020-01-13,12,0.0,400.0,0.0,400.0
301,2020-01-13,13,0.0,400.0,0.0,400.0
302,2020-01-13,14,0.0,400.0,0.0,400.0
303,2020-01-13,15,0.0,400.0,18.861019,400.0
304,2020-01-13,16,0.0,398.0,31.670443,400.0
305,2020-01-13,17,76.429316,400.0,56.079816,400.0
306,2020-01-13,18,77.51719,400.0,23.080108,400.0
307,2020-01-13,19,24.749386,400.0,76.141538,400.0
308,2020-01-13,20,23.080108,400.0,25.520907,400.0
309,2020-01-13,21,22.709794,400.0,24.742055,400.0
310,2020-01-13,22,74.332639,400.0,26.249988,400.0
311,2020-01-13,23,19.958349,400.0,20.42044,400.0
312,2020-01-14,0,20.234035,400.0,-0.0,400.0
313,2020-01-14,1,13.352779,400.0,-0.0,400.0
314,2020-01-14,2,0.0,398.0,-0.0,400.0
315,2020-01-14,3,0.0,398.0,-0.0,400.0
316,2020-01-14,4,0.0,398.0,14.762624,400.0
317,2020-01-14,5,13.713829,400.0,54.260357,400.0
318,2020-01-14,6,19.983547,400.0,75.367037,400.0
319,2020-01-14,7,28.723233,400.0,13.713829,400.0
320,2020-01-14,8,0.0,398.0,-0.0,400.0
321,2020-01-14,9,0.0,398.0,-0.0,400.0
322,2020-01-14,10,0.0,398.0,-0.0,400.0
323,2020-01-14,11,0.0,398.0,-0.0,400.0
324,2020-01-14,12,0.0,398.0,-0.0,400.0
325,2020-01-14,13,0.0,398.0,-0.0,400.0
326,2020-01-14,14,0.0,398.0,-0.0,400.0
327,2020-01-14,15,0.0,398.0,-0.0,400.0
328,2020-01-14,16,0.0,400.0,14.735801,400.0
329,2020-01-14,17,18.573789,400.0,77.050889,400.0
330,2020-01-14,18,20.400003,400.0,76.429316,400.0
331,2020-01-14,19,19.983547,400.0,38.343598,400.0
332,2020-01-14,20,21.843654,400.0,23.437807,400.0
333,2020-01-14,21,22.96816,400.0,23.069973,400.0
334,2020-01-14,22,22.732362,400.0,19.68943,400.0
335,2020-01-14,23,21.116411,400.0,-0.0,400.0
336,2020-01-15,0,21.647258,400.0,0.0,400.0
337,2020-01-15,1,21.116411,400.0,0.0,400.0
338,2020-01-15,2,18.573789,400.0,0.0,400.0
339,2020-01-15,3,16.970947,400.0,0.0,400.0
340,2020-01-15,4,21.122752,400.0,19.983547,400.0
341,2020-01-15,5,20.234035,400.0,39.323338,400.0
342,2020-01-15,6,22.23556,400.0,73.070881,400.0
343,2020-01-15,7,24.074771,400.0,19.983547,400.0
344,2020-01-15,8,0.0,398.0,0.0,400.0
345,2020-01-15,9,0.0,398.0,0.0,400.0
346,2020-01-15,10,0.0,398.0,0.0,400.0
347,2020-01-15,11,0.0,398.0,0.0,400.0
348,2020-01-15,12,0.0,398.0,18.336192,400.0
349,2020-01-15,13,0.0,398.0,0.0,400.0
350,2020-01-15,14,0.0,400.0,20.400003,400.0
351,2020-01-15,15,0.0,400.0,21.647258,400.0
352,2020-01-15,16,0.0,398.0,23.437807,400.0
353,2020-01-15,17,19.430296,400.0,76.897355,400.0
354,2020-01-15,18,21.116411,400.0,77.128505,400.0
355,2020-01-15,19,22.492854,400.0,27.579558,400.0
356,2020-01-15,20,21.288154,400.0,26.429316,400.0
357,2020-01-15,21,19.983547,400.0,23.657594,400.0
358,2020-01-15,22,18.861019,400.0,22.732362,400.0
359,2020-01-15,23,0.0,400.0,21.647258,400.0
360,2020-01-16,0,0.0,400.0,23.657594,400.0
361,2020-01-16,1,0.0,400.0,23.206766,400.0
362,2020-01-16,2,0.0,400.0,22.732362,400.0
363,2020-01-16,3,0.0,400.0,20.846138,400.0
364,2020-01-16,4,0.0,400.0,21.116714,400.0
365,2020-01-16,5,0.0,398.0,22.732362,400.0
366,2020-01-16,6,20.234035,400.0,45.056935,400.0
367,2020-01-16,7,22.23556,400.0,19.983547,400.0
368,2020-01-16,8,0.0,398.0,0.0,400.0
369,2020-01-16,9,0.0,400.0,0.0,400.0
370,2020-01-16,10,0.0,398.0,0.0,400.0
371,2020-01-16,11,-0.0,398.0,0.0,400.0
372,2020-01-16,12,0.0,398.0,0.0,400.0
373,2020-01-16,13,0.0,398.0,0.0,400.0
374,2020-01-16,14,0.0,398.0,0.0,400.0
375,2020-01-16,15,0.0,400.0,0.0,400.0
376,2020-01-16,16,0.0,398.0,30.656612,400.0
377,2020-01-16,17,20.526636,400.0,76.127113,400.0
378,2020-01-16,18,22.23556,400.0,74.076954,400.0
379,2020-01-16,19,20.42044,400.0,24.801125,400.0
380,2020-01-16,20,21.122752,400.0,23.893957,400.0
381,2020-01-16,21,20.42044,400.0,22.656017,400.0
382,2020-01-16,22,0.0,400.0,14.281134,400.0
383,2020-01-16,23,0.0,400.0,-0.0,400.0
384,2020-01-17,0,0.0,400.0,-0.0,400.0
385,2020-01-17,1,0.0,400.0,-0.0,400.0
386,2020-01-17,2,0.0,400.0,-0.0,400.0
387,2020-01-17,3,0.0,400.0,-0.0,400.0
388,2020-01-17,4,0.0,400.0,16.325521,400.0
389,2020-01-17,5,19.68307,400.0,33.674372,400.0
390,2020-01-17,6,22.23556,400.0,75.545362,400.0
391,2020-01-17,7,74.9512,400.0,2.146485,400.0
392,2020-01-17,8,0.0,398.0,-0.0,400.0
393,2020-01-17,9,0.0,398.0,-0.0,400.0
394,2020-01-17,10,0.0,398.0,-0.0,400.0
395,2020-01-17,11,0.0,398.0,-0.0,400.0
396,2020-01-17,12,0.0,398.0,-0.0,400.0
397,2020-01-17,13,0.0,398.0,-0.0,400.0
398,2020-01-17,14,0.0,398.0,-0.0,400.0
399,2020-01-17,15,0.0,398.0,-0.0,400.0
400,2020-01-17,16,0.0,398.0,19.034775,400.0
401,2020-01-17,17,20.42044,400.0,35.494691,400.0
402,2020-01-17,18,21.122752,400.0,73.873861,400.0
403,2020-01-17,19,21.905537,400.0,21.905537,400.0
404,2020-01-17,20,20.419098,400.0,59.827003,400.0
405,2020-01-17,21,21.287879,400.0,21.122752,400.0
406,2020-01-17,22,19.983547,400.0,19.034775,400.0
407,2020-01-17,23,18.52187,400.0,18.861019,400.0
408,2020-01-18,0,18.573789,400.0,-0.0,400.0
409,2020-01-18,1,19.430296,400.0,-0.0,400.0
410,2020-01-18,2,19.034775,400.0,18.861019,400.0
411,2020-01-18,3,19.68943,400.0,20.400003,400.0
412,2020-01-18,4,19.68943,400.0,20.419098,400.0
413,2020-01-18,5,19.034775,400.0,56.930765,400.0
414,2020-01-18,6,19.68943,400.0,73.069973,400.0
415,2020-01-18,7,20.419098,400.0,18.861019,400.0
416,2020-01-18,8,0.0,400.0,-0.0,400.0
417,2020-01-18,9,0.0,400.0,-0.0,400.0
418,2020-01-18,10,0.0,400.0,-0.0,400.0
419,2020-01-18,11,0.0,400.0,-0.0,400.0
420,2020-01-18,12,0.0,400.0,-0.0,400.0
421,2020-01-18,13,0.0,400.0,-0.0,400.0
422,2020-01-18,14,0.0,400.0,15.96356,400.0
423,2020-01-18,15,0.0,400.0,20.400003,400.0
424,2020-01-18,16,0.0,400.0,30.271715,400.0
425,2020-01-18,17,22.492854,400.0,26.484653,400.0
426,2020-01-18,18,22.96816,400.0,74.941555,400.0
427,2020-01-18,19,23.128644,400.0,65.955629,400.0
428,2020-01-18,20,23.069973,400.0,25.9087,400.0
429,2020-01-18,21,23.206766,400.0,23.437807,400.0
430,2020-01-18,22,23.069973,400.0,23.128644,400.0
431,2020-01-18,23,22.732362,400.0,22.732362,400.0
432,2020-01-19,0,22.516066,400.0,23.069973,400.0
433,2020-01-19,1,21.647258,400.0,23.069973,400.0
434,2020-01-19,2,21.843654,400.0,22.732362,400.0
435,2020-01-19,3,21.843654,400.0,22.732362,400.0
436,2020-01-19,4,22.492854,400.0,23.069973,400.0
437,2020-01-19,5,22.732362,400.0,23.206766,400.0
438,2020-01-19,6,23.069973,400.0,46.888783,400.0
439,2020-01-19,7,75.9087,400.0,19.68943,400.0
440,2020-01-19,8,19.983547,400.0,15.75824,400.0
441,2020-01-19,9,16.970947,400.0,0.0,400.0
442,2020-01-19,10,0.0,400.0,0.0,400.0
443,2020-01-19,11,0.0,400.0,0.0,400.0
444,2020-01-19,12,0.0,400.0,0.0,400.0
445,2020-01-19,13,0.0,400.0,0.0,400.0
446,2020-01-19,14,0.0,400.0,0.0,400.0
447,2020-01-19,15,0.0,400.0,18.861019,400.0
448,2020-01-19,16,18.861019,400.0,24.617414,400.0
449,2020-01-19,17,25.9087,400.0,72.104691,400.0
450,2020-01-19,18,77.050889,400.0,74.010313,400.0
451,2020-01-19,19,76.790897,400.0,28.767619,400.0
452,2020-01-19,20,76.324557,400.0,24.583679,400.0
453,2020-01-19,21,76.790897,400.0,21.116714,400.0
454,2020-01-19,22,24.617414,400.0,19.034775,400.0
455,2020-01-19,23,127.274616,400.0,19.430296,400.0
456,2020-01-20,0,20.400003,400.0,19.430296,400.0
457,2020-01-20,1,20.400003,400.0,0.0,400.0
458,2020-01-20,2,20.846138,400.0,0.0,400.0
459,2020-01-20,3,73.069973,400.0,0.0,400.0
460,2020-01-20,4,73.657594,400.0,18.861019,400.0
461,2020-01-20,5,73.437807,400.0,49.019522,400.0
462,2020-01-20,6,73.437807,400.0,73.437807,400.0
463,2020-01-20,7,73.437807,400.0,16.033318,400.0
464,2020-01-20,8,19.68943,400.0,0.0,400.0
465,2020-01-20,9,16.970947,400.0,0.0,400.0
466,2020-01-20,10,18.861019,400.0,0.0,400.0
467,2020-01-20,11,18.861019,400.0,0.0,400.0
468,2020-01-20,12,18.861019,400.0,0.0,400.0
469,2020-01-20,13,19.034775,400.0,18.072542,400.0
470,2020-01-20,14,19.983547,400.0,19.983547,400.0
471,2020-01-20,15,19.034775,400.0,21.647258,400.0
472,2020-01-20,16,18.463561,400.0,29.12559,400.0
473,2020-01-20,17,25.9087,400.0,70.540086,400.0
474,2020-01-20,18,26.755559,400.0,76.504181,400.0
475,2020-01-20,19,26.429316,400.0,27.455947,400.0
476,2020-01-20,20,26.429316,400.0,26.324557,400.0
477,2020-01-20,21,26.324557,400.0,23.128644,400.0
478,2020-01-20,22,23.206766,400.0,21.647258,400.0
479,2020-01-20,23,22.576747,400.0,21.116411,400.0
480,2020-01-21,0,23.069973,400.0,21.288154,400.0
481,2020-01-21,1,23.069973,400.0,21.287879,400.0
482,2020-01-21,2,22.732362,400.0,21.116411,400.0
483,2020-01-21,3,22.732362,400.0,21.288154,400.0
484,2020-01-21,4,22.96816,400.0,21.647258,400.0
485,2020-01-21,5,23.657594,400.0,22.576747,400.0
486,2020-01-21,6,77.274616,400.0,47.755337,400.0
487,2020-01-21,7,82.461752,400.0,19.983547,400.0
488,2020-01-21,8,75.9087,400.0,0.0,400.0
489,2020-01-21,9,71.647258,400.0,0.0,400.0
490,2020-01-21,10,19.68943,400.0,0.0,400.0
